2502
9933
15289
22137
35215
42801
57785
61801
70557
79133
99076
1.0648e+05
1.1491e+05
1.3149e+05
1.5129e+05
1.7228e+05
1.8445e+05
2.299e+05
2.5244e+05
2.6701e+05
2.8736e+05
2.9332e+05
3.0335e+05
3.1791e+05
3.2533e+05
3.3684e+05
3.4492e+05
3.9424e+05
4.3411e+05
4.5431e+05
5.1673e+05
5.4241e+05
5.5212e+05
5.7973e+05
5.9364e+05
6.1267e+05
6.229e+05
7.4784e+05
7.6268e+05
7.7626e+05
7.9313e+05
8.0333e+05
8.1669e+05
8.3325e+05
9.9937e+05
1.0455e+06
1.1153e+06
1.1397e+06
1.1595e+06
1.208e+06
1.2365e+06
1.253e+06
1.275e+06
1.2972e+06
1.3437e+06
1.3657e+06
1.5351e+06
2.1472e+06
2.308e+06
3.8151e+06
3.8749e+06
5.7311e+06
5.841e+06
6.22e+06
6.4245e+06
6.5753e+06
6.8692e+06
7.0804e+06
